,venue,lat,lon,address,category
228,Pelican Bar,34.987695585924065,33.97878207872705,Nissi Beach,Cocktail Bar
229,Oceanos,34.985755,33.984764,Electrabel,Greek Restaurant
230,Tavern by the Sea,34.98535238509434,33.98302216701561,,Greek Restaurant
231,Anonymous pool,34.988101059543254,33.97971813430346,Anonymous Hotel,Pool
232,Taipai Town,34.990417,33.99084,Yianni Ritsou street 1,Chinese Restaurant
233,Бассейн Евронапа,34.98854905260608,33.98907987259082,,Pool
234,View Cafe,34.988169,33.9796,,Café
235,Nissaki Lounge Bar,34.98668505943725,33.980757917592804,,Cocktail Bar
236,La Casa Di Napa,34.99021716495587,33.98989624427606,,Café
237,Pow!,34.987767,33.991511,,Comic Shop
238,Salamis,34.9882737612344,33.97974006194024,Salamis,Other Great Outdoors
239,nissi exclusive,34.986982,33.98541,Napaave,Other Nightlife
240,Carina Apartmants,34.988357,33.982418,,Hotel
241,Sunprime resorts,34.98890053513927,33.98842676999453,,Resort
242,Bamse Klubben - Blue Village Callisto,34.98536974786481,33.98291875256598,,Playground
243,Coast 2 Coast,34.98897,33.981728,Nissi Ave 58,Sporting Goods Shop
244,Bottoms Up,34.990215,33.991585,,Food & Drink Shop
245,балкон принцесс-извращенок,34.98811114779851,33.98487816436566,,Lounge
246,Camp Greko,34.98865615134854,33.99106636431297,,Scenic Lookout
247,Callisto Holiday Village Pool Bar,34.985756,33.983406,,Bar
248,натуральная косметика,34.987892,33.991332,,Cosmetics Shop
249,Tasia Maris Sands,34.98675432559745,33.98096188551265,Nissi avenue,Resort
250,Warehouse,34.989395,33.97982,,Fast Food Restaurant
251,Euronapa swimming pool,34.98888493653055,33.989237705018354,,Hotel Pool
252,Silver Sea Holiday Apartments,34.98958689029338,33.98941730710449,"Agias Mavris, 41",Resort
253,Global Rent A Car,34.988069,33.990539,,Rental Car Location
254,Electra Holiday Village,34.98571374720397,33.98494537046123,,Hotel
255,Долгожданный Отдых!,34.98518573561003,33.985912281449046,,Dessert Shop
256,Tasia Maris Beach Hotel,34.98837075497535,33.98050880846378,,Resort
257,Kailis,34.989104566231525,33.98073069312426,,Burger Joint
258,Florence Cocktail Bar,34.98944,33.979183,,Bar
259,Timinis,34.989088491820155,33.98025170795686,,Boutique
260,Anonymous Terrace Bar,34.9881486992939,33.979637062416835,,Hotel Bar
261,Pernera,34.984921,33.983976,,Beach
262,swimming pool,34.986249,33.986884,,Hotel Pool
263,Pavlo Napa Beach Bar,34.98794,33.978996,,Hotel Bar
264,fedrania gardens,34.990794898175224,33.98229717479804,,Hotel
265,Agata shoes,34.987953186035156,33.989646911621094,,Miscellaneous Shop
266,Simos Magic Beach Hotel,34.98562240600586,33.98596954345703,,Resort
267,Nyssaki Beach Bar,34.98655411941687,33.980785842223966,,Beach Bar
268,brandshop,34.987485,33.990203,,Women's Store
269,Callisto Holiday Village,34.986121052128865,33.982850054673854,Petreris Street,Resort
270,Katalimata Court,34.98967626324018,33.99093030461303,Agias Mavris Road,Residential Building (Apartment / Condo)
271,Best Buy,34.98825191040427,33.97954411164434,,Miscellaneous Shop
272,бассейн Evabelle napa hotel,34.988334,33.990311,,Housing Development
273,Brand shop,34.987716633378625,33.989749297910656,,Clothing Store
274,Diamonds,34.98604716019078,33.98953159915743,,Strip Club
275,K-Paris Property Management HQ,34.988863,33.986437,,
276,Makros Rent A Car,34.98813,33.982918,,Rental Car Location
277,Barcelona Champion,34.988103,33.979298,,
278,Hokaido,34.990078219306675,33.991288782344135,35 Ayias Mavris str.,Japanese Restaurant
279,Ji Li Chinese Restaurant,34.988675935478724,33.98525915623036,48 Nisiou Ave,Chinese Restaurant
280,Pavlo Napa Gym,34.98854051787075,33.97919031143619,,Gym
281,Φρουταρία,34.988366434441275,33.98706068198128,,Fruit & Vegetable Store
282,Block 26,34.98611285199425,33.986026577882804,,Residential Building (Apartment / Condo)
283,Keo bar,34.98935428054505,33.9796965174663,,Bar
284,So Nice Boutique Suites Ayia Napa,34.99042553764507,33.979250185413726,103 Nissi Avenue,Hotel
285,временное пристанище👪,34.98904487170274,33.98045854276856,,Residential Building (Apartment / Condo)
286,Apetita Grill & Snack,34.989057,33.980254,Nissi Ave. 66,Burger Joint
287,Loukizetta Beach,34.98792266845703,33.98038101196289,,Restaurant
288,Taste From Asia,34.990364,33.991554,Agias mavris 1,Chinese Restaurant
289,nissaki lounge bar,34.992855072021484,33.98694610595703,,Lounge
290,Evabelle Hotel,34.98824095232144,33.990320541185724,Agia Napa,Bed & Breakfast
291,Прокат мото- техники,34.98695823931958,33.980834110047184,,Motorcycle Shop
292,Panas Tourist Village Apartment,34.986473060034406,33.9868276614712,,Hotel
293,Agios Dionisios Benches,34.98879345046532,33.99093574700492,Skoufa,Garden
294,Robinson's Food & Bar,34.98833047846892,33.98915309119421,,American Restaurant
295,Jack Daniel's Steak,34.98928991271374,33.979858152544374,,American Restaurant
296,Яхта МВ,34.98481,33.988405,,Moving Target
297,Room 281,34.98846,33.989673,,Resort
298,Пацанская Халупа,34.985354,33.983223,,Roof Deck
299,Euronapa Hotel,34.988705599086764,33.99093755090604,Ayia Napa,Hotel
300,Orange Grove,34.98934191359965,33.97987683268994,Νησί,Gastropub
301,Passaggio,34.9878032619574,33.990004205902814,,Restaurant
302,Yo' Thai,34.98795057369363,33.988452485468144,,Thai Restaurant
303,Anonymous Hotel,34.9881162771607,33.97957804005342,,Hotel
304,New York Cafe,34.989053004880645,33.98078724586674,,American Restaurant
305,Ayia Napa Harbour,34.9826356793383,34.00283748269497,,Pier
306,santa napa,34.981282,34.003607,,Boat or Ferry
307,Pierre Anne Hotel,34.98354641630252,33.99656986128806,"23 TEYKROU ANTHIA,  P.O BOX: 30131",Hotel
308,Isaac Tavern,34.981956,34.001125,,Seafood Restaurant
309,Limanaki Beach Hotel,34.983007739895484,34.00237441062927,18 1st October Street,Hotel
310,Parko Paliatso Luna Park,34.98571535683869,33.99714655796969,,Theme Park
311,Dolfin's Luna Park,34.983845,34.001907,Nissi Avenue,Theme Park
312,McDonald's,34.986162362770685,33.99898557547525,5 Nissi Ave,Fast Food Restaurant
313,Vassos (Psarolimano) Fish Tavern,34.98203359249265,34.002842564101854,"51, Archebishop Makarios III St",Seafood Restaurant
314,Cactus Park,34.984315,34.021042,,Park
315,Katsarka Beach,34.98718740376278,33.99654668065687,,Beach
316,Mezarina court,34.9852508772165,34.0003124624491,,
317,Pirates' Caves,34.98379590968902,33.99650314418546,,Other Great Outdoors
318,Coffee Beanery,34.98266390142996,34.002881016122636,,Café
319,Second Cup,34.982297,34.001669,,Café
320,Christian Tavern,34.982018,34.00109824656067,Nissi,Greek Restaurant
321,Antica,34.98258,34.000757,,Café
322,Таверна,34.985234,34.000147,,Greek Restaurant
323,Panthea village,34.98620374340446,33.995408691963966,,Hotel
324,Galini Restaurant,34.983266276883924,34.00086757224354,,Mediterranean Restaurant
325,Champion Rent a Car,34.98355803360298,34.00066622541206,"Nissi Avenue, Marta Court",Rental Car Location
326,Blue bar,34.984165320807286,33.99918604048713,,Cocktail Bar
327,Molo's Seaside,34.98309715323875,34.00341429926039,,Café
328,The Harbour Pub,35.12544372818046,33.94413009872837,,Greek Restaurant
329,YOGstar,34.98652279505753,33.998598432128745,,Frozen Yogurt Shop
330,NAPA BUNGEE,34.98489340287906,33.99888673547331,,Theme Park
331,Ayia Napa Youth Festival,34.982672861948146,34.001460726545915,,Music Venue
332,Aragma,34.982681,34.001806,,Restaurant
333,Limanaki Pool,34.98277798099955,34.00264702359504,,Pool
334,Sawadee,34.986471,33.996879,,Thai Restaurant
335,Daltons,34.98466365287923,34.00044901688364,,Mexican Restaurant
336,U Rafaelj,34.984996,34.000299,,Snack Place
337,Cappuccino Inn,34.98268115,34.001728,,Burger Joint
338,Antica Gelateria,34.982545,34.001244,,Dessert Shop
339,ERA MORE THAN GOLD,34.98285,34.001592,,Jewelry Store
340,yo4me,34.9836540222168,34.0010986328125,,Ice Cream Shop
341,Donkey Farm,34.98338495482074,34.001950484075856,"Cyprus, Larnaka",Farm
342,Jello,34.98384884887955,34.000995169018054,opposite to faros hotel,Café
343,Eman Tours,34.98477,34.000946,,Travel Agency
344,Panthea Lobby Bar,34.98628,33.99545,,Bar
345,Kiiran ja Veeran holiday inn,34.986342,33.99906,,Residential Building (Apartment / Condo)
346,Sushi La,34.984261,34.00096,,Sushi Restaurant
347,Antica Gelateria Del Corso,34.98245015074113,34.00072064351839,,Coffee Shop
348,antica cafe,34.982581,34.000821,,Bar
349,Avis,34.98513870743056,34.00152058594043,,Automotive Shop
350,Ice Watch,34.98604209341102,33.999545205209365,,Jewelry Store
351,Tasos Napa Express Kiosk,34.98637771606445,33.99874496459961,,Convenience Store
352,sunset kiosk,34.982671,33.999584,,Bistro
353,Zao Shen,34.98512,34.000354,,Asian Restaurant
354,Napiana Hotel Apartments,34.98555920157526,34.00037780890729,,Hostel
355,Amphitryon Bar,34.98528443561206,33.999245901372234,,Hotel Bar
356,Limanaki Fish & Grill,34.982652,34.002984,1η Οκτωβρίου,Greek Restaurant
357,Costa Coffee,34.983385,34.000922,,Coffee Shop
358,Blue Harbour Apartments,34.982037,34.002728,,Hotel
359,Ghettoluola106,34.982926,34.00238,,Strip Club
360,EMAN TRAVEL,34.98258489381581,34.000475761784614,"Archibishop Makarios lll Ave, 32A",Tourist Information Center
361,EMM MOTO TEAM,34.983361,34.001607,,Office
362,AquaTails Fish Spa,34.985556,34.000194,,Spa
363,wagamama,34.98497290377063,34.00047603484471,,Asian Restaurant
364,Musik Express,34.985398,33.997099,,Theme Park Ride / Attraction
365,Nemo Submarine,34.982289,34.003572,,Harbor / Marina
366,Leather Centro,34.985973,33.998154,,Boutique
367,L'eros Hotel,34.98425074579074,34.000954641006196,,Hotel Bar
368,Nicholas Color Hotel,34.985055871104564,33.99969220161437,Nissi Avenue,Hotel
369,American Grill,34.986256,33.99942,,American Restaurant
370,Napolea,34.98691424045826,33.997257184627784,Nissi Avenue 9,Ice Cream Shop
371,Vanila,34.984283,34.001003,,Lounge
372,Tasia Maris Seasons,34.985834,33.999182,Nissi Ave 3,Hotel
373,Nicholas Color Pool & Bar,34.98514377258492,33.99970293045044,Nissi Avenue,Hotel Pool
374,Levi's,34.986209869384766,33.99702453613281,,Clothing Store
375,Scuba Dive,34.98142,34.001617,,Harbor / Marina
376,Juice,34.98361527350898,34.00100905894071,,Ice Cream Shop
377,Best Buy Supermarket,34.984017463672465,34.00088933944199,,Supermarket
378,Sesoula Kalamaki,34.982951,34.001273,,Souvlaki Shop
379,Androthea Hotel Apartments,34.98510885041601,34.00119894042559,,Hotel
380,Giftland,34.9836,34.0012,,Convenience Store
381,Kimon Bar,34.98462722723922,34.000459436312354,,Bar
382,Panthea Village pool,34.985365,33.995331,,Hotel Pool
383,Halcyon Multistore,34.983309,34.001769,,Department Store
384,Black Pearl,34.98165176091281,34.00241067102628,,Other Nightlife
385,Sunfish Divers,34.98540532508825,34.00056283092072,"26, Arch. Makarios Avenue",Athletics & Sports
